method,buffer_m,num_boreholes,num_total_tokens,num_valid_tokens,num_eval_tokens,accuracy,kappa,nll,brier,ece,mean_confidence,mean_total_uncertainty,mean_aleatoric_uncertainty,mean_epistemic_uncertainty,mean_total_uncertainty_correct,mean_total_uncertainty_error,mean_epistemic_uncertainty_correct,mean_epistemic_uncertainty_error,error_auroc_total_uncertainty,error_auprc_total_uncertainty,error_auroc_epistemic,error_auprc_epistemic,accuracy_at_100pct_coverage,risk_at_100pct_coverage,accuracy_at_95pct_coverage,risk_at_95pct_coverage,accuracy_at_90pct_coverage,risk_at_90pct_coverage,accuracy_at_80pct_coverage,risk_at_80pct_coverage,accuracy_at_70pct_coverage,risk_at_70pct_coverage,accuracy_at_50pct_coverage,risk_at_50pct_coverage,aurc,space,error_auroc_confidence_complement,error_auprc_confidence_complement,error_auroc_predictive_entropy,error_auprc_predictive_entropy,error_auroc_expected_within_view_entropy,error_auprc_expected_within_view_entropy,error_auroc_between_view_mi,error_auprc_between_view_mi,error_auroc_support_distance,error_auprc_support_distance,support_distance_spearman_entropy,support_distance_spearman_mi
tabicl_hidden,0,95.0,1840.0,1840.0,1840.0,0.7913043478260869,0.7214834506630023,0.8186608687978365,0.330781449421029,0.1153402223822945,0.9039587647769598,0.2424785136621442,0.2355015915451432,0.006976922117001,0.1877684979470651,0.4499206565818188,0.0053251036464303,0.0132400671512479,0.7769270117902931,0.418793169064626,0.7526077438186812,0.3972129625192042,0.7913043478260869,0.208695652173913,0.8037757437070938,0.1962242562929061,0.8194444444444444,0.1805555555555555,0.8519021739130435,0.1480978260869565,0.8858695652173914,0.1141304347826086,0.9358695652173912,0.0641304347826087,0.0829925234872218,hidden,0.7762580843635531,0.4246621945584234,0.7769270117902931,0.418793169064626,0.7770271720467032,0.417548872769675,0.7526077438186812,0.3972129625192042,0.6523008241758241,0.3993640514727845,0.3746089026157428,0.2875860076754511
tabicl_hidden,50,95.0,1840.0,1840.0,1840.0,0.7597826086956522,0.679775975480781,0.9165414759980334,0.376602287944843,0.1284896035225189,0.8850403374642333,0.2825966601169903,0.2742084533960692,0.008388206720921,0.2187601527794314,0.4845048892072786,0.0064636100310358,0.014475505753635,0.7630211873458529,0.4583490056003289,0.7360547388318154,0.4152968485048546,0.7597826086956522,0.2402173913043478,0.7740274599542334,0.2259725400457666,0.7910628019323671,0.2089371980676329,0.8165760869565217,0.1834239130434782,0.8486024844720497,0.1513975155279503,0.9119565217391304,0.0880434782608695,0.1035518393166567,hidden,0.7606033829840948,0.4650396526069935,0.7630211873458529,0.4583490056003289,0.7634905068002771,0.4561956972814481,0.7360547388318154,0.4152968485048546,0.6521549854672803,0.4272846335071407,0.4407673463267568,0.3455940280145917
tabicl_hidden,100,95.0,1840.0,1840.0,1840.0,0.6940217391304347,0.5939869368142368,1.1470114887800569,0.4774883923668342,0.1639615026855101,0.8540129293891291,0.365973858376961,0.3556908781959573,0.0102829801810038,0.3022339497620776,0.5105491040274163,0.0085313591146746,0.0142560176618249,0.6948345575706829,0.4582538281008665,0.6678327173896413,0.4235808331203682,0.6940217391304347,0.3059782608695652,0.7070938215102975,0.2929061784897024,0.717391304347826,0.2826086956521739,0.7438858695652174,0.2561141304347826,0.7624223602484472,0.2375776397515527,0.8119565217391305,0.1880434782608695,0.1784804120735366,hidden,0.6910345767653151,0.464616130028492,0.6948345575706829,0.4582538281008665,0.6951363862071268,0.4583848035145641,0.6678327173896413,0.4235808331203682,0.6424095661595852,0.4536482858640482,0.4969190802881107,0.4190955079466574
tabicl_hidden,150,95.0,1840.0,1840.0,1840.0,0.675,0.5676425018988727,1.1437095530944,0.5002206569494358,0.1602875368470383,0.8333303429232595,0.4153165433836209,0.4057967872369752,0.0095197561466456,0.3535101875258902,0.5436835901650617,0.0080720504879664,0.0125265294377487,0.6616499442586399,0.4528319156697253,0.6363562923109237,0.430088225844664,0.675,0.3249999999999999,0.6859267734553776,0.3140732265446224,0.6986714975845411,0.3013285024154589,0.7153532608695652,0.2846467391304348,0.7375776397515528,0.2624223602484472,0.7793478260869565,0.2206521739130434,0.2113840689131489,hidden,0.6640169324479344,0.4658499079601876,0.6616499442586399,0.4528319156697253,0.6617051470548635,0.4536626300494125,0.6363562923109237,0.430088225844664,0.5919503551828693,0.3990818866889034,0.5186834204420597,0.4289694674413596
tabicl_hidden,200,95.0,1840.0,1840.0,1840.0,0.5206521739130435,0.36260062464259,1.7995184143482443,0.7347147100018413,0.2763365925065575,0.7960746508111721,0.5091208685444809,0.4973460430996753,0.0117748254448055,0.4552052886612183,0.5676822353564599,0.0104923832453773,0.0131677728677673,0.5924119125729624,0.5560787919046712,0.5876956906631825,0.5372218944971349,0.5206521739130435,0.4793478260869565,0.528604118993135,0.471395881006865,0.533816425120773,0.466183574879227,0.5516304347826086,0.4483695652173913,0.5559006211180124,0.4440993788819876,0.5880434782608696,0.4119565217391304,0.3984353800164812,hidden,0.5896993452913525,0.550427360727839,0.5924119125729624,0.5560787919046712,0.5926036385326573,0.557075928985698,0.5876956906631825,0.5372218944971349,0.5419453794043714,0.5362709315648295,0.459305376017399,0.3299227673756837
tabicl_hidden,250,95.0,1840.0,1840.0,1840.0,0.3614130434782608,0.1507791267636946,3.17256819823777,1.0250261625256971,0.4280646739784088,0.7894777174566696,0.5546040106653626,0.5424065733821245,0.0121974372832381,0.5096108620310053,0.5800682181903393,0.0107845924352324,0.0129970473461519,0.541681011038234,0.7047205398811236,0.5355904655255159,0.6823683151228979,0.3614130434782608,0.6385869565217391,0.3741418764302059,0.625858123569794,0.3840579710144927,0.6159420289855073,0.3885869565217391,0.6114130434782609,0.3951863354037267,0.6048136645962733,0.391304347826087,0.6086956521739131,0.6350993437492896,hidden,0.5292414013757798,0.6870351690826029,0.541681011038234,0.7047205398811236,0.5411434970404735,0.7046991157056383,0.5355904655255159,0.6823683151228979,0.57472148456247,0.7187285462487262,0.5619687008825116,0.4790448635144224
tabicl_model_input,0,95.0,1840.0,1840.0,1840.0,0.7679347826086956,0.6874272703872667,0.7295874944861797,0.33548984381366,0.0771250741891226,0.8405860421258279,0.397391663245171,0.3794807470989006,0.0179109161462703,0.3257433118016345,0.6344856224716745,0.0130319593688097,0.0340560354121998,0.7705266088893529,0.4724854770201819,0.7484084720171177,0.4575622848119847,0.7679347826086956,0.2320652173913043,0.7906178489702517,0.2093821510297483,0.8007246376811594,0.1992753623188405,0.8260869565217391,0.1739130434782608,0.8571428571428571,0.1428571428571429,0.9195652173913044,0.0804347826086956,0.0986360167779579,model_input,0.7755402742350638,0.4853573102723495,0.7705266088893529,0.4724854770201819,0.7651068780858903,0.4583326785939723,0.7484084720171177,0.4575622848119847,0.5323584447527226,0.254873213115915,0.2773004125311839,0.1131851955790244
tabicl_model_input,50,95.0,1840.0,1840.0,1840.0,0.7576086956521739,0.672678829263623,0.7485860606238206,0.3485406849936068,0.066904315095397,0.8245130107475711,0.4442638505632714,0.4227373789149557,0.0215264716483156,0.3753174003595795,0.6597601545631516,0.0171155156995966,0.0353131814970022,0.7524206882796869,0.4703439458455309,0.6938207307422586,0.4109420150364753,0.7576086956521739,0.242391304347826,0.7774599542334096,0.2225400457665903,0.7940821256038647,0.2059178743961353,0.8213315217391305,0.1786684782608695,0.8571428571428571,0.1428571428571429,0.8956521739130435,0.1043478260869564,0.1138574830524116,model_input,0.7520282311765348,0.4707526694385092,0.7524206882796869,0.4703439458455309,0.7479556845159588,0.4614731308889991,0.6938207307422586,0.4109420150364753,0.5443573032406662,0.2935469524000218,0.2078789489884085,0.0159292138822736
tabicl_model_input,100,95.0,1840.0,1840.0,1840.0,0.6592391304347827,0.5350514869784351,1.0470094985144596,0.4939861529287424,0.1281051422064266,0.783883678345457,0.5391188834339172,0.51512689460584,0.0239919888280772,0.4758071708252072,0.6616023083053131,0.0208972912999809,0.0299790192931185,0.6706913803282094,0.4721876853585818,0.6314198521861123,0.432442727516545,0.6592391304347827,0.3407608695652173,0.6681922196796338,0.3318077803203662,0.6805555555555556,0.3194444444444444,0.6956521739130435,0.3043478260869565,0.7212732919254659,0.2787267080745341,0.7782608695652173,0.2217391304347826,0.2118477135441387,model_input,0.6728700639404852,0.4732195063683116,0.6706913803282094,0.4721876853585818,0.6706558797503389,0.4670210127737787,0.6314198521861123,0.432442727516545,0.5085904824265566,0.3552951556604076,0.2134020290576294,0.012168304073767
tabicl_model_input,150,95.0,1840.0,1840.0,1840.0,0.5733695652173914,0.4162865901906728,1.2007504176997856,0.5842125248699702,0.1601837625684516,0.7328964377193814,0.6471658542822432,0.6164763956165574,0.0306894586656857,0.5763205063392964,0.7423783919635282,0.0267149350146341,0.0360310159292009,0.6573453678268482,0.5496708168326623,0.6095378392248015,0.5085009470659665,0.5733695652173914,0.4266304347826086,0.5806636155606407,0.4193363844393593,0.5935990338164251,0.4064009661835749,0.6114130434782609,0.3885869565217391,0.6281055900621118,0.3718944099378882,0.6956521739130435,0.3043478260869565,0.2954717212146876,model_input,0.6618625290548495,0.5593131068944173,0.6573453678268482,0.5496708168326623,0.6566812569807107,0.5441454604791276,0.6095378392248015,0.5085009470659665,0.5509765448123887,0.4749823094954295,0.2517808402204647,0.029116562983903
tabicl_model_input,200,95.0,1840.0,1840.0,1840.0,0.4853260869565217,0.3036736879543158,1.659604537524737,0.7424452279893324,0.2264964200321403,0.7118225069886621,0.7205261865987668,0.697036129390539,0.0234900572082277,0.6930296148312901,0.7464548440310336,0.0233312048674102,0.0236398514430218,0.5430918170305001,0.5514254900413733,0.5324115406582466,0.5214185315261721,0.4853260869565217,0.5146739130434783,0.4897025171624714,0.5102974828375286,0.4939613526570048,0.5060386473429952,0.5006793478260869,0.4993206521739131,0.5077639751552795,0.4922360248447205,0.5010869565217392,0.4989130434782608,0.4650638414601493,model_input,0.5630499331300234,0.5712759191066197,0.5430918170305001,0.5514254900413733,0.5449861707448878,0.5534337676815277,0.5324115406582466,0.5214185315261721,0.525851069742252,0.544870528357148,0.3946273286146513,0.0432961525773032
tabicl_model_input,250,95.0,1840.0,1840.0,1840.0,0.3380434782608695,0.1129964589041718,2.231959620869033,0.9461860446376212,0.3684185701080977,0.7064620483689673,0.7557491926951481,0.7378369453542057,0.0179122473409422,0.7121003038137639,0.7780395119761176,0.0168463422246518,0.01845657655468,0.5517769365202562,0.6922752194167247,0.5393930274183074,0.6829060845006478,0.3380434782608695,0.6619565217391304,0.3392448512585812,0.6607551487414187,0.3454106280193236,0.6545893719806763,0.3457880434782608,0.6542119565217391,0.3579192546583851,0.6420807453416149,0.3619565217391304,0.6380434782608695,0.6078535969682404,model_input,0.5763401601909197,0.7120379568470243,0.5517769365202562,0.6922752194167247,0.5514918241384591,0.6933719516606281,0.5393930274183074,0.6829060845006478,0.4923323248802791,0.6508121747987876,0.3571472895997839,-0.0600625536985125
