embedding,configuration,uq_method,space,num_folds,accuracy,kappa,error_auroc_confidence_complement,error_auroc_total_uncertainty,error_auroc_epistemic,error_auprc_confidence_complement,error_auprc_total_uncertainty,error_auprc_epistemic,error_auprc_total_uncertainty_lift,error_auprc_epistemic_lift,aurc,ece,source
gte-base,Embeddings + depth: PCA 16,TabICLv2: encoder input,encoder_input,,0.4608695652173913,0.2902736129602209,0.5340299043289713,0.5179151371348144,0.4842246224513086,0.5975268638394489,0.5853856173454914,0.5332927843293899,1.0857959031408309,0.9891720999658038,0.5351771696266518,0.272192556018951,C:\Users\p06596\Documents\check\CNR-BOVINO\progetti_BOVINO\geological-transformer\src\results_uq\unified_feature_representation_study\stage4_all_embeddings_ablation\gte-base\embeddings_depth_pca016\tabicl\summary.csv
gte-base,Embeddings + depth: PCA 16,TabICLv2: hidden,hidden,,0.4260869565217391,0.2564475917319285,0.5142878884508348,0.5044811958874459,0.5002633155534941,0.6059634907336604,0.6024900279739741,0.5902990751543091,1.0497932305607125,1.028551418829478,0.5797496959883418,0.3307620963946735,C:\Users\p06596\Documents\check\CNR-BOVINO\progetti_BOVINO\geological-transformer\src\results_uq\unified_feature_representation_study\stage4_all_embeddings_ablation\gte-base\embeddings_depth_pca016\tabicl\summary.csv
gte-base,Embeddings + depth: PCA 16,TabICLv2: model input,model_input,,0.4608695652173913,0.2864879993964419,0.5660787479077907,0.5524294592589776,0.5924168109023129,0.6047205028016507,0.5980582011425841,0.6334674194226513,1.1093015021193093,1.1749798908645952,0.4850368496112184,0.2764855946397309,C:\Users\p06596\Documents\check\CNR-BOVINO\progetti_BOVINO\geological-transformer\src\results_uq\unified_feature_representation_study\stage4_all_embeddings_ablation\gte-base\embeddings_depth_pca016\tabicl\summary.csv
gte-large,Embeddings + depth: PCA 16,Deep Ensemble,classification_head,11.0,0.4695652173913043,0.2991695379992093,0.6217471634031573,0.646206352125716,0.6178556684258819,0.6305106770627036,0.658527829165055,0.654388798423283,1.241486891048874,1.2336838003061892,0.4298887568197074,0.2201940278806116,C:\Users\p06596\Documents\check\CNR-BOVINO\progetti_BOVINO\geological-transformer\src\results_uq\unified_feature_representation_study\stage4_all_embeddings_ablation\gte-large\embeddings_depth_pca016\deep_ensemble\fold_metrics.csv
gte-large,Embeddings + depth: PCA 16,LLLA,classification_head,11.0,0.4739130434782608,0.2997351607187805,0.6688492778072637,0.6718375687927797,0.5733694285118113,0.6730947992782055,0.6564393158802251,0.5823557134306634,1.2477772120037334,1.1069571412318393,0.3844976115282479,0.172162981396136,C:\Users\p06596\Documents\check\CNR-BOVINO\progetti_BOVINO\geological-transformer\src\results_uq\unified_feature_representation_study\stage4_all_embeddings_ablation\gte-large\embeddings_depth_pca016\laplace\fold_metrics.csv
gte-large,Embeddings + depth: PCA 16,MC dropout,classification_head,11.0,0.4657608695652174,0.2955110584141848,0.6053148566470132,0.6054166655906132,0.5504722057376152,0.6168409723116082,0.627616633891677,0.5957460562675319,1.1747859678135153,1.1151299527286456,0.4569525720758386,0.1947240165556254,C:\Users\p06596\Documents\check\CNR-BOVINO\progetti_BOVINO\geological-transformer\src\results_uq\unified_feature_representation_study\stage4_all_embeddings_ablation\gte-large\embeddings_depth_pca016\mc_dropout\fold_metrics.csv
gte-large,Embeddings + depth: PCA 16,Subsample Ensemble,classification_head,11.0,0.4847826086956521,0.3097652798751081,0.6285205104917599,0.6358414783120924,0.6117959053504491,0.6272855009477815,0.6267884653889163,0.6388311555070251,1.216551451809711,1.239925449507306,0.422740778690803,0.1982965746327586,C:\Users\p06596\Documents\check\CNR-BOVINO\progetti_BOVINO\geological-transformer\src\results_uq\unified_feature_representation_study\stage4_all_embeddings_ablation\gte-large\embeddings_depth_pca016\subsample_ensemble\fold_metrics.csv
gte-large,Embeddings + depth: PCA 16,TabICLv2: encoder input,encoder_input,,0.4668478260869565,0.2942625402466702,0.5576126852573756,0.5450313820565127,0.5114515729002385,0.5964842021181397,0.5781585331012518,0.5630940479979025,1.0844155972541318,1.056160090026647,0.5104673183825671,0.2711002594153462,C:\Users\p06596\Documents\check\CNR-BOVINO\progetti_BOVINO\geological-transformer\src\results_uq\unified_feature_representation_study\stage4_all_embeddings_ablation\gte-large\embeddings_depth_pca016\tabicl\summary.csv
gte-large,Embeddings + depth: PCA 16,TabICLv2: hidden,hidden,,0.4271739130434782,0.2578206172760603,0.533004041311181,0.5327976302562394,0.5433583923596526,0.6014333206526508,0.5988836944282186,0.6215709327158727,1.0454895614306663,1.085095366411011,0.5472656794700395,0.339335683291785,C:\Users\p06596\Documents\check\CNR-BOVINO\progetti_BOVINO\geological-transformer\src\results_uq\unified_feature_representation_study\stage4_all_embeddings_ablation\gte-large\embeddings_depth_pca016\tabicl\summary.csv
gte-large,Embeddings + depth: PCA 16,TabICLv2: model input,model_input,,0.4788043478260869,0.3091952016047893,0.5885215516067982,0.5911621664167296,0.6089079027884466,0.597308712619932,0.6026443711431166,0.6279381819255213,1.1562728288877313,1.20480318534198,0.44722593063875,0.263949969674585,C:\Users\p06596\Documents\check\CNR-BOVINO\progetti_BOVINO\geological-transformer\src\results_uq\unified_feature_representation_study\stage4_all_embeddings_ablation\gte-large\embeddings_depth_pca016\tabicl\summary.csv
gte-modernbert,Embeddings + depth: PCA 16,Deep Ensemble,classification_head,11.0,0.5744565217391304,0.4025285561259765,0.6063753049366203,0.6168683975612504,0.6075689372533379,0.53466893830534,0.5591154745508528,0.551502456114476,1.3138856617797816,1.2959955545985131,0.3408072968341645,0.2376469375808601,C:\Users\p06596\Documents\check\CNR-BOVINO\progetti_BOVINO\geological-transformer\src\results_uq\unified_feature_representation_study\stage4_all_embeddings_ablation\gte-modernbert\embeddings_depth_pca016\deep_ensemble\fold_metrics.csv
gte-modernbert,Embeddings + depth: PCA 16,LLLA,classification_head,11.0,0.5597826086956522,0.3919083918130334,0.6054213112789165,0.6428680566354992,0.6422203084010345,0.5261467603031922,0.5741296829900676,0.5715127303564767,1.3041958230885489,1.2982511405628607,0.3306126066125138,0.1992828459600391,C:\Users\p06596\Documents\check\CNR-BOVINO\progetti_BOVINO\geological-transformer\src\results_uq\unified_feature_representation_study\stage4_all_embeddings_ablation\gte-modernbert\embeddings_depth_pca016\laplace\fold_metrics.csv
gte-modernbert,Embeddings + depth: PCA 16,MC dropout,classification_head,11.0,0.5635869565217392,0.3963628501362589,0.6145937786338838,0.629308439810993,0.6230454299330493,0.5382903975265789,0.5655491699960611,0.5451407690307697,1.295903453042033,1.2491394956620379,0.3364557147170749,0.267868217550542,C:\Users\p06596\Documents\check\CNR-BOVINO\progetti_BOVINO\geological-transformer\src\results_uq\unified_feature_representation_study\stage4_all_embeddings_ablation\gte-modernbert\embeddings_depth_pca016\mc_dropout\fold_metrics.csv
gte-modernbert,Embeddings + depth: PCA 16,Subsample Ensemble,classification_head,11.0,0.6038043478260869,0.44725994362489,0.6126378069905756,0.633563487551337,0.6343787079082218,0.48658279087539413,0.5214173617579467,0.5088994687656485,1.3160602820776708,1.2844650514798261,0.2986198568991543,0.1820382707792779,C:\Users\p06596\Documents\check\CNR-BOVINO\progetti_BOVINO\geological-transformer\src\results_uq\unified_feature_representation_study\stage4_all_embeddings_ablation\gte-modernbert\embeddings_depth_pca016\subsample_ensemble\fold_metrics.csv
gte-modernbert,Embeddings + depth: PCA 16,TabICLv2: encoder input,encoder_input,,0.5601118359739049,0.3955975630858827,0.6345603372909558,0.6236463239234045,0.5983283510533292,0.5613992336054299,0.5537031028210655,0.5329710660005578,1.2587360790826339,1.2116058343614373,0.3360799724109964,0.1938474355997442,C:\Users\p06596\Documents\check\CNR-BOVINO\progetti_BOVINO\geological-transformer\src\results_uq\unified_feature_representation_study\stage4_all_embeddings_ablation\gte-modernbert\embeddings_depth_pca016\tabicl\summary.csv
gte-modernbert,Embeddings + depth: PCA 16,TabICLv2: hidden,hidden,,0.53215284249767,0.3789879266931683,0.6469045010849771,0.6471138214218434,0.6417028907138521,0.5787986974629312,0.5808814961861754,0.5850918823731144,1.2416052697365858,1.250604760530581,0.3318214058811299,0.4162819033667731,C:\Users\p06596\Documents\check\CNR-BOVINO\progetti_BOVINO\geological-transformer\src\results_uq\unified_feature_representation_study\stage4_all_embeddings_ablation\gte-modernbert\embeddings_depth_pca016\tabicl\summary.csv
gte-modernbert,Embeddings + depth: PCA 16,TabICLv2: model input,model_input,,0.5479962721342032,0.3813010623828954,0.662302756154008,0.6540027351146644,0.6372028192720387,0.5952696951618447,0.574093120388351,0.5531556834129828,1.2701070477870118,1.2237856666023312,0.3279661245934463,0.2045302561947616,C:\Users\p06596\Documents\check\CNR-BOVINO\progetti_BOVINO\geological-transformer\src\results_uq\unified_feature_representation_study\stage4_all_embeddings_ablation\gte-modernbert\embeddings_depth_pca016\tabicl\summary.csv
labse,Embeddings + depth: PCA 16,Deep Ensemble,classification_head,11.0,0.4777173913043478,0.3187330844926519,0.6243851505648624,0.656715939913527,0.644318034718067,0.6214708472065802,0.683529487894606,0.6639698819082774,1.3087349195900884,1.271284685443528,0.402150285063058,0.2588462565418171,C:\Users\p06596\Documents\check\CNR-BOVINO\progetti_BOVINO\geological-transformer\src\results_uq\unified_feature_representation_study\stage4_all_embeddings_ablation\labse\embeddings_depth_pca016\deep_ensemble\fold_metrics.csv
labse,Embeddings + depth: PCA 16,LLLA,classification_head,11.0,0.4728260869565217,0.3116226161395733,0.6832041711103211,0.6908265702796472,0.6347386395070199,0.7155966416064511,0.6997720107445761,0.650371778032005,1.3274025770824949,1.2336949191534938,0.3847773177178181,0.1966614302247762,C:\Users\p06596\Documents\check\CNR-BOVINO\progetti_BOVINO\geological-transformer\src\results_uq\unified_feature_representation_study\stage4_all_embeddings_ablation\labse\embeddings_depth_pca016\laplace\fold_metrics.csv
labse,Embeddings + depth: PCA 16,MC dropout,classification_head,11.0,0.4739130434782608,0.3131036609944295,0.6045295795738874,0.6404883768393929,0.5836775508956805,0.6075289232791076,0.6580069557059802,0.6002860304727778,1.250757023242772,1.1410395620556932,0.4197629767749604,0.2266248834035966,C:\Users\p06596\Documents\check\CNR-BOVINO\progetti_BOVINO\geological-transformer\src\results_uq\unified_feature_representation_study\stage4_all_embeddings_ablation\labse\embeddings_depth_pca016\mc_dropout\fold_metrics.csv
labse,Embeddings + depth: PCA 16,Subsample Ensemble,classification_head,11.0,0.4804347826086956,0.3194991468857237,0.6675107442397622,0.6815865051912974,0.6880613570950388,0.6581649826969207,0.6856427616362646,0.6899301436140368,1.3196471562873713,1.3278990211818282,0.3872875950654152,0.2384610066595285,C:\Users\p06596\Documents\check\CNR-BOVINO\progetti_BOVINO\geological-transformer\src\results_uq\unified_feature_representation_study\stage4_all_embeddings_ablation\labse\embeddings_depth_pca016\subsample_ensemble\fold_metrics.csv
labse,Embeddings + depth: PCA 16,TabICLv2: encoder input,encoder_input,,0.4820652173913043,0.3144139547522281,0.534427565712501,0.5290981662370418,0.5182323428891852,0.5586962765472114,0.5558636599816859,0.5416454940951303,1.0732309909405056,1.0457793380220772,0.5045987998804515,0.2355024757835478,C:\Users\p06596\Documents\check\CNR-BOVINO\progetti_BOVINO\geological-transformer\src\results_uq\unified_feature_representation_study\stage4_all_embeddings_ablation\labse\embeddings_depth_pca016\tabicl\summary.csv
labse,Embeddings + depth: PCA 16,TabICLv2: hidden,hidden,,0.4880434782608696,0.3321632988038291,0.5247743274745956,0.5244125894296833,0.5190160725178387,0.5352023505533732,0.53384736587438,0.5242972384556311,1.0427591859966658,1.0241050092976234,0.4862862052683558,0.2921327085915704,C:\Users\p06596\Documents\check\CNR-BOVINO\progetti_BOVINO\geological-transformer\src\results_uq\unified_feature_representation_study\stage4_all_embeddings_ablation\labse\embeddings_depth_pca016\tabicl\summary.csv
labse,Embeddings + depth: PCA 16,TabICLv2: model input,model_input,,0.4695652173913043,0.2999927108560301,0.5460526003718883,0.5273028375455373,0.5488156733834244,0.5721518142788737,0.5415478955449855,0.5610431550991833,1.0209509506175956,1.0577043087935423,0.4928000982854035,0.2503185132215622,C:\Users\p06596\Documents\check\CNR-BOVINO\progetti_BOVINO\geological-transformer\src\results_uq\unified_feature_representation_study\stage4_all_embeddings_ablation\labse\embeddings_depth_pca016\tabicl\summary.csv
minilm-en,Embeddings + depth: PCA 16,Deep Ensemble,classification_head,11.0,0.4630434782608695,0.3086802959304079,0.6411325578301116,0.6606600719015847,0.6419158262690811,0.6341458306560483,0.658189986963726,0.6447459951265271,1.2257789230903395,1.2007415293854349,0.4211087847205246,0.2821036472106757,C:\Users\p06596\Documents\check\CNR-BOVINO\progetti_BOVINO\geological-transformer\src\results_uq\unified_feature_representation_study\stage3_minilm_ablation\embeddings_depth_pca016\deep_ensemble\fold_metrics.csv
minilm-en,Embeddings + depth: PCA 16,LLLA,classification_head,11.0,0.4673913043478261,0.3137326103967751,0.6852278120550546,0.6792222755446822,0.6444057548742529,0.698421165308531,0.6611931168302202,0.6368676692662908,1.241423811191434,1.195751542295893,0.3985016570475098,0.21486829507934,C:\Users\p06596\Documents\check\CNR-BOVINO\progetti_BOVINO\geological-transformer\src\results_uq\unified_feature_representation_study\stage3_minilm_ablation\embeddings_depth_pca016\laplace\fold_metrics.csv
minilm-en,Embeddings + depth: PCA 16,MC dropout,classification_head,11.0,0.4608695652173913,0.3080994682972809,0.6271266832775411,0.625065781029076,0.5790209102876506,0.6275556095518853,0.6290219181157333,0.6131055769304655,1.1667342029566021,1.1372119572097343,0.4421927674064266,0.2538321910021097,C:\Users\p06596\Documents\check\CNR-BOVINO\progetti_BOVINO\geological-transformer\src\results_uq\unified_feature_representation_study\stage3_minilm_ablation\embeddings_depth_pca016\mc_dropout\fold_metrics.csv
minilm-en,Embeddings + depth: PCA 16,Subsample Ensemble,classification_head,11.0,0.4869565217391304,0.3295986974583868,0.6172785354872882,0.6483594529897607,0.6228356145714835,0.6115468673528435,0.6329836821700873,0.6174298445873755,1.2337817533823734,1.2034649513143758,0.4125539920521933,0.2543066211692664,C:\Users\p06596\Documents\check\CNR-BOVINO\progetti_BOVINO\geological-transformer\src\results_uq\unified_feature_representation_study\stage3_minilm_ablation\embeddings_depth_pca016\subsample_ensemble\fold_metrics.csv
minilm-en,Embeddings + depth: PCA 16,TabICLv2: encoder input,encoder_input,,0.4706521739130435,0.304642031257275,0.5762640429456871,0.5700576418758388,0.5587580795842008,0.6020282143981834,0.5887139887853805,0.5831282541749935,1.1121496297382958,1.101597523287462,0.4695790327681292,0.2475613384723378,C:\Users\p06596\Documents\check\CNR-BOVINO\progetti_BOVINO\geological-transformer\src\results_uq\unified_feature_representation_study\stage3_minilm_ablation\embeddings_depth_pca016\tabicl\summary.csv
minilm-en,Embeddings + depth: PCA 16,TabICLv2: hidden,hidden,,0.4146739130434783,0.2473008415107311,0.5787264025233921,0.5821605328134678,0.5731346843508557,0.6373550804740207,0.6472159783877394,0.6179889964989755,1.1057357476633616,1.0558029280948142,0.4930787049692694,0.3644560521780055,C:\Users\p06596\Documents\check\CNR-BOVINO\progetti_BOVINO\geological-transformer\src\results_uq\unified_feature_representation_study\stage3_minilm_ablation\embeddings_depth_pca016\tabicl\summary.csv
minilm-en,Embeddings + depth: PCA 16,TabICLv2: model input,model_input,,0.4760869565217391,0.3117881727948053,0.5934930322666212,0.5925752903616969,0.6310482151992269,0.5972505719775292,0.5915532583653965,0.6313667224216797,1.1291058043488897,1.205098308356733,0.4332666641373842,0.2543137483065391,C:\Users\p06596\Documents\check\CNR-BOVINO\progetti_BOVINO\geological-transformer\src\results_uq\unified_feature_representation_study\stage3_minilm_ablation\embeddings_depth_pca016\tabicl\summary.csv
mpnet,Embeddings + depth: PCA 16,Deep Ensemble,classification_head,11.0,0.4271739130434782,0.2604682401601563,0.6050704694584064,0.636231257967621,0.6055391029104048,0.6469515737757587,0.6905364165628488,0.662547190828676,1.2054905184778384,1.15662887203488,0.4786565689112042,0.2789898082451976,C:\Users\p06596\Documents\check\CNR-BOVINO\progetti_BOVINO\geological-transformer\src\results_uq\unified_feature_representation_study\stage4_all_embeddings_ablation\mpnet\embeddings_depth_pca016\deep_ensemble\fold_metrics.csv
mpnet,Embeddings + depth: PCA 16,LLLA,classification_head,11.0,0.4304347826086956,0.2660342389657208,0.6536139062379521,0.663867683433592,0.5616329233793451,0.7194766391909222,0.6987791211886079,0.6430177044132612,1.2268641059036625,1.1289623817942753,0.4501876530144204,0.2100393661176381,C:\Users\p06596\Documents\check\CNR-BOVINO\progetti_BOVINO\geological-transformer\src\results_uq\unified_feature_representation_study\stage4_all_embeddings_ablation\mpnet\embeddings_depth_pca016\laplace\fold_metrics.csv
mpnet,Embeddings + depth: PCA 16,MC dropout,classification_head,11.0,0.425,0.2598166760427938,0.5712063488993855,0.5967067267995956,0.5261267613793801,0.6259982528672149,0.661462867007836,0.6111916531546876,1.1503702034918888,1.0629420054864134,0.5071109221925778,0.2379228775753922,C:\Users\p06596\Documents\check\CNR-BOVINO\progetti_BOVINO\geological-transformer\src\results_uq\unified_feature_representation_study\stage4_all_embeddings_ablation\mpnet\embeddings_depth_pca016\mc_dropout\fold_metrics.csv
mpnet,Embeddings + depth: PCA 16,Subsample Ensemble,classification_head,11.0,0.4380434782608696,0.2679708421817063,0.6313252636176452,0.649466056815766,0.6275139258865023,0.677569951167247,0.6871920170882633,0.681120613349534,1.2228562006212809,1.2120521552835033,0.4633915364836336,0.2573680014228043,C:\Users\p06596\Documents\check\CNR-BOVINO\progetti_BOVINO\geological-transformer\src\results_uq\unified_feature_representation_study\stage4_all_embeddings_ablation\mpnet\embeddings_depth_pca016\subsample_ensemble\fold_metrics.csv
mpnet,Embeddings + depth: PCA 16,TabICLv2: encoder input,encoder_input,,0.4858695652173913,0.3138782920747394,0.5284011095818494,0.5113163396096125,0.5042821298674272,0.5579586612780718,0.5282975591547817,0.5151521418970949,1.0275555061784336,1.0019872527385354,0.5185071098560513,0.2403970606613653,C:\Users\p06596\Documents\check\CNR-BOVINO\progetti_BOVINO\geological-transformer\src\results_uq\unified_feature_representation_study\stage4_all_embeddings_ablation\mpnet\embeddings_depth_pca016\tabicl\summary.csv
mpnet,Embeddings + depth: PCA 16,TabICLv2: hidden,hidden,,0.4369565217391304,0.2624562839828072,0.542749572600319,0.5386352503889817,0.5435431433565762,0.5967902042339753,0.5881398676199496,0.6084218131381784,1.0445727378578256,1.0805947260369193,0.5384094826565379,0.317707626264367,C:\Users\p06596\Documents\check\CNR-BOVINO\progetti_BOVINO\geological-transformer\src\results_uq\unified_feature_representation_study\stage4_all_embeddings_ablation\mpnet\embeddings_depth_pca016\tabicl\summary.csv
mpnet,Embeddings + depth: PCA 16,TabICLv2: model input,model_input,,0.4907608695652174,0.3183716797365336,0.5494568679523136,0.5356903526842223,0.5485480037489171,0.5476685644661126,0.5231017051541004,0.5432543723641485,1.027222131786067,1.0667962061366418,0.4661304755107734,0.2463269974754641,C:\Users\p06596\Documents\check\CNR-BOVINO\progetti_BOVINO\geological-transformer\src\results_uq\unified_feature_representation_study\stage4_all_embeddings_ablation\mpnet\embeddings_depth_pca016\tabicl\summary.csv
bge-base,Embeddings + depth: PCA 32,Deep Ensemble,classification_head,11.0,0.4820652173913043,0.3278028784853292,0.6009728963659529,0.6189399228649812,0.6083866700701859,0.6056321188743067,0.6263400387256399,0.6129773063330447,1.209302907927783,1.1835028789641155,0.4402142616031403,0.2492414933021949,C:\Users\p06596\Documents\check\CNR-BOVINO\progetti_BOVINO\geological-transformer\src\results_uq\unified_feature_representation_study\stage4_all_embeddings_ablation\bge-base\embeddings_depth_pca032\deep_ensemble\fold_metrics.csv
bge-base,Embeddings + depth: PCA 32,LLLA,classification_head,11.0,0.4820652173913043,0.3230026162456589,0.6612288258404304,0.6620975102957418,0.6213857048314548,0.681180260590814,0.6637886783977999,0.6400350346181307,1.2816066823210404,1.2357444529877863,0.3949333896983735,0.181905223801732,C:\Users\p06596\Documents\check\CNR-BOVINO\progetti_BOVINO\geological-transformer\src\results_uq\unified_feature_representation_study\stage4_all_embeddings_ablation\bge-base\embeddings_depth_pca032\laplace\fold_metrics.csv
bge-base,Embeddings + depth: PCA 32,MC dropout,classification_head,11.0,0.4831521739130435,0.3235261642751758,0.5969301155967491,0.6045629147983568,0.5442433076489812,0.6038812707421013,0.6211208508969405,0.5624644915604812,1.2017480185598008,1.0882593737868407,0.4506479817757922,0.1878112052283856,C:\Users\p06596\Documents\check\CNR-BOVINO\progetti_BOVINO\geological-transformer\src\results_uq\unified_feature_representation_study\stage4_all_embeddings_ablation\bge-base\embeddings_depth_pca032\mc_dropout\fold_metrics.csv
bge-base,Embeddings + depth: PCA 32,Subsample Ensemble,classification_head,11.0,0.4891304347826087,0.3298347951523329,0.6244089834515366,0.635783154511764,0.6076625234780385,0.6299868886501392,0.6398657894031895,0.6448378250245836,1.2525032473424134,1.2622357426013124,0.4331855908014463,0.2268315339703922,C:\Users\p06596\Documents\check\CNR-BOVINO\progetti_BOVINO\geological-transformer\src\results_uq\unified_feature_representation_study\stage4_all_embeddings_ablation\bge-base\embeddings_depth_pca032\subsample_ensemble\fold_metrics.csv
bge-base,Embeddings + depth: PCA 32,TabICLv2: encoder input,encoder_input,,0.4793478260869565,0.3105590013525047,0.49683592991824427,0.4879088378566458,0.460222189084402,0.5249403073062469,0.5200431331625419,0.4947017736132429,0.9988302348842141,0.9501578950400489,0.5275683071580455,0.269342485278817,C:\Users\p06596\Documents\check\CNR-BOVINO\progetti_BOVINO\geological-transformer\src\results_uq\unified_feature_representation_study\stage4_all_embeddings_ablation\bge-base\embeddings_depth_pca032\tabicl\summary.csv
bge-base,Embeddings + depth: PCA 32,TabICLv2: hidden,hidden,,0.4402173913043478,0.2732710853768429,0.5154752487114946,0.514947860481841,0.4860625674217907,0.5803276032557847,0.5654625176112996,0.5607382309872883,1.0101466334027098,1.0017071310840877,0.5481893867772487,0.3311334045646268,C:\Users\p06596\Documents\check\CNR-BOVINO\progetti_BOVINO\geological-transformer\src\results_uq\unified_feature_representation_study\stage4_all_embeddings_ablation\bge-base\embeddings_depth_pca032\tabicl\summary.csv
bge-base,Embeddings + depth: PCA 32,TabICLv2: model input,model_input,,0.4934782608695652,0.3262324130425387,0.5535919390822636,0.5442933344047192,0.5781365213363332,0.550162319139446,0.5400568629463941,0.5910937929752342,1.066206682211765,1.1669662865605481,0.4524305678891502,0.2314650580223864,C:\Users\p06596\Documents\check\CNR-BOVINO\progetti_BOVINO\geological-transformer\src\results_uq\unified_feature_representation_study\stage4_all_embeddings_ablation\bge-base\embeddings_depth_pca032\tabicl\summary.csv
bge-large,Embeddings + depth: PCA 32,Deep Ensemble,classification_head,11.0,0.5021739130434782,0.3402127877804316,0.6313162819713038,0.6477735316301684,0.619457940779188,0.6205591165115222,0.6435014747247914,0.6280938518181828,1.2926230496655198,1.2616732394601051,0.3958005173864183,0.2139156726553387,C:\Users\p06596\Documents\check\CNR-BOVINO\progetti_BOVINO\geological-transformer\src\results_uq\unified_feature_representation_study\stage4_all_embeddings_ablation\bge-large\embeddings_depth_pca032\deep_ensemble\fold_metrics.csv
bge-large,Embeddings + depth: PCA 32,LLLA,classification_head,11.0,0.5,0.3329372677531478,0.687976724952741,0.6836790177670724,0.6122508193847853,0.6721223233040355,0.6515813766358144,0.5840518855718408,1.3031627532716288,1.1681037711436817,0.3569838427840808,0.1540597445210036,C:\Users\p06596\Documents\check\CNR-BOVINO\progetti_BOVINO\geological-transformer\src\results_uq\unified_feature_representation_study\stage4_all_embeddings_ablation\bge-large\embeddings_depth_pca032\laplace\fold_metrics.csv
bge-large,Embeddings + depth: PCA 32,MC dropout,classification_head,11.0,0.5059782608695652,0.34350019495459,0.6231171989379389,0.6271708496868119,0.5557194398911746,0.5965525664631647,0.6063101725930597,0.5552036500647641,1.2272945187802309,1.1238445721883015,0.4062739975313977,0.1769810171554917,C:\Users\p06596\Documents\check\CNR-BOVINO\progetti_BOVINO\geological-transformer\src\results_uq\unified_feature_representation_study\stage4_all_embeddings_ablation\bge-large\embeddings_depth_pca032\mc_dropout\fold_metrics.csv
bge-large,Embeddings + depth: PCA 32,Subsample Ensemble,classification_head,11.0,0.503804347826087,0.3416476639571043,0.6443443677623114,0.6469926493757328,0.6175546657646068,0.6302843467605194,0.6321874392803565,0.6216240002859437,1.274068880915505,1.252780022482077,0.4010150576943323,0.2007996713823598,C:\Users\p06596\Documents\check\CNR-BOVINO\progetti_BOVINO\geological-transformer\src\results_uq\unified_feature_representation_study\stage4_all_embeddings_ablation\bge-large\embeddings_depth_pca032\subsample_ensemble\fold_metrics.csv
bge-large,Embeddings + depth: PCA 32,TabICLv2: encoder input,encoder_input,,0.4831521739130435,0.3169036902284873,0.5351994644202598,0.5196536947077199,0.4737059681419948,0.5552797803404026,0.5387289864730341,0.4835461723045032,1.0423357887596034,0.9355677781706477,0.5067578387895757,0.2632190899626802,C:\Users\p06596\Documents\check\CNR-BOVINO\progetti_BOVINO\geological-transformer\src\results_uq\unified_feature_representation_study\stage4_all_embeddings_ablation\bge-large\embeddings_depth_pca032\tabicl\summary.csv
bge-large,Embeddings + depth: PCA 32,TabICLv2: hidden,hidden,,0.4690217391304347,0.3102805294520049,0.5297307362500905,0.5304162599581806,0.5334252109052826,0.5571995997033099,0.5567233690828599,0.5688256663149438,1.048486181281947,1.0712786346156566,0.5110408171229319,0.3078395646244703,C:\Users\p06596\Documents\check\CNR-BOVINO\progetti_BOVINO\geological-transformer\src\results_uq\unified_feature_representation_study\stage4_all_embeddings_ablation\bge-large\embeddings_depth_pca032\tabicl\summary.csv
bge-large,Embeddings + depth: PCA 32,TabICLv2: model input,model_input,,0.4652173913043478,0.2898146597322761,0.5896736807613403,0.58153054004255,0.6075935766659069,0.6038389504329751,0.5915350791694044,0.6463051677089058,1.1061225057639268,1.2085381184800676,0.4568535478728263,0.2652136400984508,C:\Users\p06596\Documents\check\CNR-BOVINO\progetti_BOVINO\geological-transformer\src\results_uq\unified_feature_representation_study\stage4_all_embeddings_ablation\bge-large\embeddings_depth_pca032\tabicl\summary.csv
bge-m3,Embeddings + depth: PCA 32,Deep Ensemble,classification_head,11.0,0.5195652173913043,0.3684908377566803,0.6360246786194361,0.65644819150712,0.6335484406690609,0.606029505162463,0.6272668401214586,0.5898438109314355,1.305623287130638,1.2277291992238022,0.382297119558723,0.2282018150324407,C:\Users\p06596\Documents\check\CNR-BOVINO\progetti_BOVINO\geological-transformer\src\results_uq\unified_feature_representation_study\stage4_all_embeddings_ablation\bge-m3\embeddings_depth_pca032\deep_ensemble\fold_metrics.csv
bge-m3,Embeddings + depth: PCA 32,LLLA,classification_head,11.0,0.5103260869565217,0.3590677705619925,0.6857367095370308,0.6851363127720481,0.6138653899709614,0.7002088341624779,0.6431136736907489,0.5932900486925112,1.3133508985471454,1.2116023191944734,0.3575608384227101,0.1963527509537727,C:\Users\p06596\Documents\check\CNR-BOVINO\progetti_BOVINO\geological-transformer\src\results_uq\unified_feature_representation_study\stage4_all_embeddings_ablation\bge-m3\embeddings_depth_pca032\laplace\fold_metrics.csv
bge-m3,Embeddings + depth: PCA 32,MC dropout,classification_head,11.0,0.5108695652173914,0.3567132548873439,0.6261252955082743,0.6466831201596919,0.5871229080778887,0.6022850821029679,0.6196867568057718,0.5599957781495798,1.2669151472473559,1.1448802575502521,0.3950203312151701,0.2049853981351075,C:\Users\p06596\Documents\check\CNR-BOVINO\progetti_BOVINO\geological-transformer\src\results_uq\unified_feature_representation_study\stage4_all_embeddings_ablation\bge-m3\embeddings_depth_pca032\mc_dropout\fold_metrics.csv
