embedding,configuration,uq_method,space,num_folds,accuracy,kappa,error_auroc_confidence_complement,error_auroc_total_uncertainty,error_auroc_epistemic,error_auprc_confidence_complement,error_auprc_total_uncertainty,error_auprc_epistemic,error_auprc_total_uncertainty_lift,error_auprc_epistemic_lift,aurc,ece,source
minilm-en,Depth only,Deep Ensemble,classification_head,11.0,0.4320652173913043,0.2518097568189199,0.5003039330745389,0.5657999275624046,0.6059783572135496,0.5804227329665297,0.6517414195219666,0.6570436224589703,1.1475638391582952,1.1568997754301487,0.5357754602549508,0.2393252414205799,C:\Users\p06596\Documents\check\CNR-BOVINO\progetti_BOVINO\geological-transformer\src\results_uq\unified_feature_representation_study\stage3_minilm_ablation\depth_only\deep_ensemble\fold_metrics.csv
minilm-en,Depth only,LLLA,classification_head,11.0,0.4347826086956521,0.2537243826325639,0.6403972355769231,0.6957437814942887,0.5564857638187198,0.7007195435374587,0.7423086881286306,0.6334226972866549,1.3133153713045,1.120670925968697,0.4349272979865733,0.1912751164611266,C:\Users\p06596\Documents\check\CNR-BOVINO\progetti_BOVINO\geological-transformer\src\results_uq\unified_feature_representation_study\stage3_minilm_ablation\depth_only\laplace\fold_metrics.csv
minilm-en,Depth only,MC dropout,classification_head,11.0,0.4304347826086956,0.2483400256061813,0.5177370074793739,0.5863723751568277,0.5571609520616535,0.589963486752216,0.6576790436709323,0.6286389680784338,1.1547036644604154,1.1037172721987767,0.5313736756434746,0.2186004722409922,C:\Users\p06596\Documents\check\CNR-BOVINO\progetti_BOVINO\geological-transformer\src\results_uq\unified_feature_representation_study\stage3_minilm_ablation\depth_only\mc_dropout\fold_metrics.csv
minilm-en,Depth only,Subsample Ensemble,classification_head,11.0,0.4347826086956521,0.2539082099241097,0.5827061298076923,0.6342693429395179,0.6295148048834268,0.6105751445851432,0.6784764203273006,0.6739479707111325,1.2003813590406087,1.1923694866427728,0.4906818808727377,0.2171014064518006,C:\Users\p06596\Documents\check\CNR-BOVINO\progetti_BOVINO\geological-transformer\src\results_uq\unified_feature_representation_study\stage3_minilm_ablation\depth_only\subsample_ensemble\fold_metrics.csv
minilm-en,Depth only,TabICLv2: encoder input,encoder_input,,0.4315217391304348,0.2293792359537604,0.49191474298153937,0.4700923754160024,0.5872991027351407,0.5868046998873697,0.5729792893605519,0.6829046755967196,1.0079176791810855,1.2012854714129677,0.654747482859755,0.159402992034342,C:\Users\p06596\Documents\check\CNR-BOVINO\progetti_BOVINO\geological-transformer\src\results_uq\unified_feature_representation_study\stage3_minilm_ablation\depth_only\tabicl\summary.csv
minilm-en,Depth only,TabICLv2: hidden,hidden,,0.4277173913043478,0.2285361051330189,0.4973591517428875,0.4758003694894843,0.5740782975005762,0.5983681138942272,0.5763784733721141,0.6785354025192244,1.007157066481187,1.1856649008882933,0.6545514763774707,0.164965940956739,C:\Users\p06596\Documents\check\CNR-BOVINO\progetti_BOVINO\geological-transformer\src\results_uq\unified_feature_representation_study\stage3_minilm_ablation\depth_only\tabicl\summary.csv
minilm-en,Depth only,TabICLv2: model input,model_input,,0.4315217391304348,0.2285962555270894,0.496415515987497,0.4760151422475449,0.5833883187000015,0.5985358005275498,0.5773239748817156,0.6622737883218663,1.0155603382240503,1.164994044466763,0.6511970852804565,0.1563524587417371,C:\Users\p06596\Documents\check\CNR-BOVINO\progetti_BOVINO\geological-transformer\src\results_uq\unified_feature_representation_study\stage3_minilm_ablation\depth_only\tabicl\summary.csv
bge-base,Embeddings + XYZ + depth: PCA 16,Deep Ensemble,classification_head,11.0,0.6755434782608696,0.5435719863955346,0.685519983936847,0.6958065773911946,0.6367155340879898,0.5107767102572844,0.5448025005089019,0.4594715653868399,1.679123284650552,1.416126767691433,0.2209738946815554,0.1388102681902439,C:\Users\p06596\Documents\check\CNR-BOVINO\progetti_BOVINO\geological-transformer\src\results_uq\unified_feature_representation_study\stage4_all_embeddings_ablation\bge-base\full_pca016\deep_ensemble\fold_metrics.csv
bge-base,Embeddings + XYZ + depth: PCA 16,LLLA,classification_head,11.0,0.6570652173913043,0.5177812444403079,0.6745329206859804,0.6703979440581245,0.6070745189501592,0.5005784267741457,0.53130790491316,0.4608485099905907,1.5492972187642067,1.3438371765177286,0.2422591402169418,0.1387316229712703,C:\Users\p06596\Documents\check\CNR-BOVINO\progetti_BOVINO\geological-transformer\src\results_uq\unified_feature_representation_study\stage4_all_embeddings_ablation\bge-base\full_pca016\laplace\fold_metrics.csv
bge-base,Embeddings + XYZ + depth: PCA 16,MC dropout,classification_head,11.0,0.6570652173913043,0.5199250069250375,0.6899167495762761,0.6949060846082129,0.6675352112922599,0.5052277713237817,0.543884347692609,0.4984754123025269,1.585970205632964,1.4535574621816947,0.2288809868868137,0.1283345110228528,C:\Users\p06596\Documents\check\CNR-BOVINO\progetti_BOVINO\geological-transformer\src\results_uq\unified_feature_representation_study\stage4_all_embeddings_ablation\bge-base\full_pca016\mc_dropout\fold_metrics.csv
bge-base,Embeddings + XYZ + depth: PCA 16,Subsample Ensemble,classification_head,11.0,0.6864130434782608,0.5586646659051739,0.70119217675173,0.7102890055848614,0.6872678097065734,0.5298579780401195,0.5443140951732692,0.5183636361805443,1.7357676518523661,1.6530140217889104,0.2038082343037065,0.1258893645651962,C:\Users\p06596\Documents\check\CNR-BOVINO\progetti_BOVINO\geological-transformer\src\results_uq\unified_feature_representation_study\stage4_all_embeddings_ablation\bge-base\full_pca016\subsample_ensemble\fold_metrics.csv
bge-base,Embeddings + XYZ + depth: PCA 16,TabICLv2: encoder input,encoder_input,,0.6239130434782608,0.5047060086604874,0.6422705484280277,0.6375110773196915,0.6377804575940061,0.5189599751755659,0.4983981575472777,0.4874299558872195,1.3252205345187729,1.2960565301047453,0.2710499829718442,0.1601525347937209,C:\Users\p06596\Documents\check\CNR-BOVINO\progetti_BOVINO\geological-transformer\src\results_uq\unified_feature_representation_study\stage4_all_embeddings_ablation\bge-base\full_pca016\tabicl\summary.csv
bge-base,Embeddings + XYZ + depth: PCA 16,TabICLv2: hidden,hidden,,0.6315217391304347,0.5218689240479404,0.6624462451576217,0.6786272777583151,0.6626632954066582,0.48666312947576484,0.5100141992081866,0.4984521286191171,1.384109331184459,1.3527314405002586,0.2417493437087834,0.2135578471324573,C:\Users\p06596\Documents\check\CNR-BOVINO\progetti_BOVINO\geological-transformer\src\results_uq\unified_feature_representation_study\stage4_all_embeddings_ablation\bge-base\full_pca016\tabicl\summary.csv
bge-base,Embeddings + XYZ + depth: PCA 16,TabICLv2: model input,model_input,,0.5902173913043478,0.461421253782563,0.6105131136089414,0.6044057231902537,0.6251911230954859,0.4989043849335444,0.4921669477105638,0.5026857787620922,1.2010440103281663,1.2267133062629305,0.3072930312153048,0.1779076882277857,C:\Users\p06596\Documents\check\CNR-BOVINO\progetti_BOVINO\geological-transformer\src\results_uq\unified_feature_representation_study\stage4_all_embeddings_ablation\bge-base\full_pca016\tabicl\summary.csv
bge-large,Embeddings + XYZ + depth: PCA 16,Deep Ensemble,classification_head,11.0,0.6760869565217391,0.5452416579165965,0.6883672500485551,0.698729876586431,0.6407946435178205,0.5074053794974039,0.5453674018386724,0.4830015676690997,1.683684596280465,1.4911457793811131,0.2188204783009704,0.1376843340532935,C:\Users\p06596\Documents\check\CNR-BOVINO\progetti_BOVINO\geological-transformer\src\results_uq\unified_feature_representation_study\stage4_all_embeddings_ablation\bge-large\full_pca016\deep_ensemble\fold_metrics.csv
bge-large,Embeddings + XYZ + depth: PCA 16,LLLA,classification_head,11.0,0.6619565217391304,0.524552104365062,0.6655710959403165,0.6686693738829607,0.6194804883863418,0.49054770892164357,0.5200853853134779,0.4727175521245347,1.5385162523742755,1.3983927586963727,0.2388105016522325,0.1426430637421815,C:\Users\p06596\Documents\check\CNR-BOVINO\progetti_BOVINO\geological-transformer\src\results_uq\unified_feature_representation_study\stage4_all_embeddings_ablation\bge-large\full_pca016\laplace\fold_metrics.csv
bge-large,Embeddings + XYZ + depth: PCA 16,MC dropout,classification_head,11.0,0.6673913043478261,0.533099104020777,0.6781711055757809,0.6824890403145496,0.6469867458640328,0.48372917068054677,0.5160186474633306,0.4594032158888669,1.5514286132884452,1.3812122830645672,0.2282152115382984,0.122514134062373,C:\Users\p06596\Documents\check\CNR-BOVINO\progetti_BOVINO\geological-transformer\src\results_uq\unified_feature_representation_study\stage4_all_embeddings_ablation\bge-large\full_pca016\mc_dropout\fold_metrics.csv
bge-large,Embeddings + XYZ + depth: PCA 16,Subsample Ensemble,classification_head,11.0,0.6744565217391304,0.5414752558258695,0.7148578277790408,0.7144892044162082,0.6808642880441171,0.5554166071980514,0.5657170727204784,0.5432736430315808,1.737761959608815,1.6688205395293965,0.2100931027785883,0.1274467792523943,C:\Users\p06596\Documents\check\CNR-BOVINO\progetti_BOVINO\geological-transformer\src\results_uq\unified_feature_representation_study\stage4_all_embeddings_ablation\bge-large\full_pca016\subsample_ensemble\fold_metrics.csv
bge-large,Embeddings + XYZ + depth: PCA 16,TabICLv2: encoder input,encoder_input,,0.6358695652173914,0.5202784315190458,0.6267878555938258,0.6257583875494324,0.5725602755453502,0.48315092698250506,0.4624182830031895,0.4034501541122099,1.2699248369042817,1.1079825127857708,0.2640928449211088,0.1527502016632114,C:\Users\p06596\Documents\check\CNR-BOVINO\progetti_BOVINO\geological-transformer\src\results_uq\unified_feature_representation_study\stage4_all_embeddings_ablation\bge-large\full_pca016\tabicl\summary.csv
bge-large,Embeddings + XYZ + depth: PCA 16,TabICLv2: hidden,hidden,,0.6190217391304348,0.5052374617758117,0.6879598817192046,0.7009690157920643,0.6198119079854567,0.5210427942756779,0.5430160877725196,0.4568109280201355,1.4253204015712355,1.1990472290400134,0.2313524239965178,0.2181465141932025,C:\Users\p06596\Documents\check\CNR-BOVINO\progetti_BOVINO\geological-transformer\src\results_uq\unified_feature_representation_study\stage4_all_embeddings_ablation\bge-large\full_pca016\tabicl\summary.csv
bge-large,Embeddings + XYZ + depth: PCA 16,TabICLv2: model input,model_input,,0.5880434782608696,0.4587928696876356,0.6294119655285092,0.6267076019684059,0.6751886226522759,0.5199853156684824,0.5258183582808847,0.5578535586672778,1.2763928485973983,1.354156395709487,0.2983666246138805,0.180925739160284,C:\Users\p06596\Documents\check\CNR-BOVINO\progetti_BOVINO\geological-transformer\src\results_uq\unified_feature_representation_study\stage4_all_embeddings_ablation\bge-large\full_pca016\tabicl\summary.csv
bge-m3,Embeddings + XYZ + depth: PCA 16,Deep Ensemble,classification_head,11.0,0.6891304347826087,0.5652611810360975,0.6901802850146699,0.7101055140679716,0.6422040291970853,0.5019652946758011,0.5529731727785712,0.4670295960617063,1.7787948215254739,1.502332966352342,0.2012135081971366,0.1370532390054153,C:\Users\p06596\Documents\check\CNR-BOVINO\progetti_BOVINO\geological-transformer\src\results_uq\unified_feature_representation_study\stage4_all_embeddings_ablation\bge-m3\full_pca016\deep_ensemble\fold_metrics.csv
bge-m3,Embeddings + XYZ + depth: PCA 16,LLLA,classification_head,11.0,0.6858695652173913,0.5573737658246855,0.6655224036104607,0.6832038367688519,0.6032667012594322,0.45011640466834324,0.5057352410179988,0.434860226158088,1.609953016389477,1.3843301317143286,0.2097609673319203,0.1404112433609755,C:\Users\p06596\Documents\check\CNR-BOVINO\progetti_BOVINO\geological-transformer\src\results_uq\unified_feature_representation_study\stage4_all_embeddings_ablation\bge-m3\full_pca016\laplace\fold_metrics.csv
bge-m3,Embeddings + XYZ + depth: PCA 16,MC dropout,classification_head,11.0,0.6766304347826086,0.5495259329817164,0.6907853261786642,0.7063937586802287,0.67550247145327,0.4991334298503245,0.5318275589260706,0.4690860758584018,1.6446432074352433,1.450619125343629,0.2093312326503529,0.1205235458262588,C:\Users\p06596\Documents\check\CNR-BOVINO\progetti_BOVINO\geological-transformer\src\results_uq\unified_feature_representation_study\stage4_all_embeddings_ablation\bge-m3\full_pca016\mc_dropout\fold_metrics.csv
bge-m3,Embeddings + XYZ + depth: PCA 16,Subsample Ensemble,classification_head,11.0,0.6907608695652174,0.5673698267610966,0.7060518612442771,0.7213704984450742,0.6932688489428842,0.5383245977237218,0.5619433557425219,0.5468212180619709,1.8171806231392624,1.7682795100773754,0.1932470888569691,0.1144397067149048,C:\Users\p06596\Documents\check\CNR-BOVINO\progetti_BOVINO\geological-transformer\src\results_uq\unified_feature_representation_study\stage4_all_embeddings_ablation\bge-m3\full_pca016\subsample_ensemble\fold_metrics.csv
bge-m3,Embeddings + XYZ + depth: PCA 16,TabICLv2: encoder input,encoder_input,,0.6331521739130435,0.5169258749592577,0.6603923064695597,0.6593953266571293,0.634545859163885,0.49986209963561207,0.4739445377938489,0.4475406209697161,1.2919377030232324,1.219962581606337,0.2354609996740272,0.1598255453620384,C:\Users\p06596\Documents\check\CNR-BOVINO\progetti_BOVINO\geological-transformer\src\results_uq\unified_feature_representation_study\stage4_all_embeddings_ablation\bge-m3\full_pca016\tabicl\summary.csv
bge-m3,Embeddings + XYZ + depth: PCA 16,TabICLv2: hidden,hidden,,0.6434782608695652,0.5375920954237309,0.6912955257086355,0.7043597045978905,0.6648736198088332,0.49915267179278106,0.5204714755502093,0.4699955124715477,1.4598590167871723,1.31828009595678,0.2093620340884067,0.2079207438804568,C:\Users\p06596\Documents\check\CNR-BOVINO\progetti_BOVINO\geological-transformer\src\results_uq\unified_feature_representation_study\stage4_all_embeddings_ablation\bge-m3\full_pca016\tabicl\summary.csv
bge-m3,Embeddings + XYZ + depth: PCA 16,TabICLv2: model input,model_input,,0.5684782608695652,0.4318741704883021,0.6194703584724824,0.611406774518256,0.6038103655041878,0.5390065318926812,0.5285920444928369,0.5000114907541535,1.2249488184720654,1.1587168047703305,0.3220842913798739,0.2089125504746943,C:\Users\p06596\Documents\check\CNR-BOVINO\progetti_BOVINO\geological-transformer\src\results_uq\unified_feature_representation_study\stage4_all_embeddings_ablation\bge-m3\full_pca016\tabicl\summary.csv
distilroberta,Embeddings + XYZ + depth: PCA 16,Deep Ensemble,classification_head,11.0,0.6706521739130434,0.5380409547851507,0.6944326320800638,0.7030076483968063,0.6363345171861852,0.5224632044066668,0.5474199851331991,0.4695219454913875,1.6621332881932116,1.4256111876306152,0.2134461774886731,0.1481464140117167,C:\Users\p06596\Documents\check\CNR-BOVINO\progetti_BOVINO\geological-transformer\src\results_uq\unified_feature_representation_study\stage4_all_embeddings_ablation\distilroberta\full_pca016\deep_ensemble\fold_metrics.csv
distilroberta,Embeddings + XYZ + depth: PCA 16,LLLA,classification_head,11.0,0.6521739130434783,0.5191861615171554,0.6862180989583333,0.681389271217522,0.6082126000936109,0.5267220875297449,0.5345232652251958,0.4691156549140151,1.5367543875224379,1.3487075078777935,0.2296439840431423,0.120629057628305,C:\Users\p06596\Documents\check\CNR-BOVINO\progetti_BOVINO\geological-transformer\src\results_uq\unified_feature_representation_study\stage4_all_embeddings_ablation\distilroberta\full_pca016\laplace\fold_metrics.csv
distilroberta,Embeddings + XYZ + depth: PCA 16,MC dropout,classification_head,11.0,0.6652173913043479,0.5325713317746603,0.6862771623801036,0.6983657235304607,0.6572295828725878,0.4917817274172906,0.5208575615990514,0.478865705241293,1.5558083008802837,1.4303780805908755,0.213168249392133,0.1228439828623895,C:\Users\p06596\Documents\check\CNR-BOVINO\progetti_BOVINO\geological-transformer\src\results_uq\unified_feature_representation_study\stage4_all_embeddings_ablation\distilroberta\full_pca016\mc_dropout\fold_metrics.csv
distilroberta,Embeddings + XYZ + depth: PCA 16,Subsample Ensemble,classification_head,11.0,0.6793478260869565,0.5502145449018264,0.6996691525423729,0.7074442443169214,0.6724407797823575,0.5185600659184292,0.5361150955076018,0.5167849937550218,1.6719521622609956,1.6116684551004072,0.2066078794937799,0.1338003701570889,C:\Users\p06596\Documents\check\CNR-BOVINO\progetti_BOVINO\geological-transformer\src\results_uq\unified_feature_representation_study\stage4_all_embeddings_ablation\distilroberta\full_pca016\subsample_ensemble\fold_metrics.csv
distilroberta,Embeddings + XYZ + depth: PCA 16,TabICLv2: encoder input,encoder_input,,0.6385869565217391,0.5237049804670775,0.6231271796512557,0.6230580707086866,0.5616790913453847,0.49247538500289656,0.4820847414349046,0.4108229992742005,1.3338886078800367,1.1367132611496675,0.2721785871273002,0.1483081941574244,C:\Users\p06596\Documents\check\CNR-BOVINO\progetti_BOVINO\geological-transformer\src\results_uq\unified_feature_representation_study\stage4_all_embeddings_ablation\distilroberta\full_pca016\tabicl\summary.csv
distilroberta,Embeddings + XYZ + depth: PCA 16,TabICLv2: hidden,hidden,,0.6195652173913043,0.5050629219501903,0.6583596491228071,0.6687606516290726,0.6452994987468672,0.5094687879234805,0.5168758447067427,0.4720788505223092,1.3586450775148666,1.240892978515784,0.2655475501884203,0.2256937133085989,C:\Users\p06596\Documents\check\CNR-BOVINO\progetti_BOVINO\geological-transformer\src\results_uq\unified_feature_representation_study\stage4_all_embeddings_ablation\distilroberta\full_pca016\tabicl\summary.csv
distilroberta,Embeddings + XYZ + depth: PCA 16,TabICLv2: model input,model_input,,0.5940217391304348,0.465011766409334,0.6074459472534849,0.5928465309851789,0.5988516432304393,0.5093589173328767,0.493714772748237,0.4713807168018747,1.2161113545605837,1.161098418896184,0.3203353565862351,0.1705588792718114,C:\Users\p06596\Documents\check\CNR-BOVINO\progetti_BOVINO\geological-transformer\src\results_uq\unified_feature_representation_study\stage4_all_embeddings_ablation\distilroberta\full_pca016\tabicl\summary.csv
e5-base,Embeddings + XYZ + depth: PCA 16,Deep Ensemble,classification_head,11.0,0.6527173913043478,0.5143217917401247,0.6922719590742716,0.6967995906664962,0.6465164421218841,0.5238098809615904,0.5599556533428605,0.496190173577236,1.6123918656508032,1.4287792165604292,0.2359027732693891,0.1462780631916678,C:\Users\p06596\Documents\check\CNR-BOVINO\progetti_BOVINO\geological-transformer\src\results_uq\unified_feature_representation_study\stage4_all_embeddings_ablation\e5-base\full_pca016\deep_ensemble\fold_metrics.csv
e5-base,Embeddings + XYZ + depth: PCA 16,LLLA,classification_head,11.0,0.6407608695652174,0.4945354228635525,0.6659160112867774,0.6780099232740815,0.604623537021676,0.5136854611707583,0.5485756173380208,0.4789097684730455,1.5270486170982729,1.333122502254771,0.2529844062753527,0.145139291388509,C:\Users\p06596\Documents\check\CNR-BOVINO\progetti_BOVINO\geological-transformer\src\results_uq\unified_feature_representation_study\stage4_all_embeddings_ablation\e5-base\full_pca016\laplace\fold_metrics.csv
e5-base,Embeddings + XYZ + depth: PCA 16,MC dropout,classification_head,11.0,0.6413043478260869,0.4983157892919168,0.6917077555213148,0.6913368219085295,0.6627994302538425,0.5434012397895935,0.5444628883289652,0.503870594163471,1.517896537159539,1.4047301413042221,0.2448502168152171,0.1303691763754771,C:\Users\p06596\Documents\check\CNR-BOVINO\progetti_BOVINO\geological-transformer\src\results_uq\unified_feature_representation_study\stage4_all_embeddings_ablation\e5-base\full_pca016\mc_dropout\fold_metrics.csv
e5-base,Embeddings + XYZ + depth: PCA 16,Subsample Ensemble,classification_head,11.0,0.6527173913043478,0.5146506338812316,0.7030838933126932,0.7094503972993665,0.6600813679877934,0.5589944278377029,0.5783334566109164,0.5272260994144156,1.6653107357810424,1.5181471407238256,0.2306107148201752,0.1343680379345365,C:\Users\p06596\Documents\check\CNR-BOVINO\progetti_BOVINO\geological-transformer\src\results_uq\unified_feature_representation_study\stage4_all_embeddings_ablation\e5-base\full_pca016\subsample_ensemble\fold_metrics.csv
e5-base,Embeddings + XYZ + depth: PCA 16,TabICLv2: encoder input,encoder_input,,0.6543478260869565,0.5476051766548744,0.5954587956288264,0.590100608036106,0.5632913871998998,0.42926040983338093,0.4177463583815175,0.3986422359998266,1.208574370160365,1.1533045821378631,0.2682077788355371,0.1499337512943326,C:\Users\p06596\Documents\check\CNR-BOVINO\progetti_BOVINO\geological-transformer\src\results_uq\unified_feature_representation_study\stage4_all_embeddings_ablation\e5-base\full_pca016\tabicl\summary.csv
e5-base,Embeddings + XYZ + depth: PCA 16,TabICLv2: hidden,hidden,,0.6293478260869565,0.5176187847597551,0.6508681162283034,0.6646863081761961,0.6057402539518535,0.49704961911026235,0.5122851175428339,0.4364776046196684,1.382118205687411,1.1775935373903077,0.2463566991214418,0.2029165213832669,C:\Users\p06596\Documents\check\CNR-BOVINO\progetti_BOVINO\geological-transformer\src\results_uq\unified_feature_representation_study\stage4_all_embeddings_ablation\e5-base\full_pca016\tabicl\summary.csv
e5-base,Embeddings + XYZ + depth: PCA 16,TabICLv2: model input,model_input,,0.5788043478260869,0.4508194574743239,0.5894593366651522,0.5828853551416022,0.573721035892776,0.5081118808020724,0.5017682730923454,0.4797979076023492,1.1912949967611812,1.1391330967591258,0.3411987164243307,0.202200384043742,C:\Users\p06596\Documents\check\CNR-BOVINO\progetti_BOVINO\geological-transformer\src\results_uq\unified_feature_representation_study\stage4_all_embeddings_ablation\e5-base\full_pca016\tabicl\summary.csv
e5-large,Embeddings + XYZ + depth: PCA 16,Deep Ensemble,classification_head,11.0,0.657608695652174,0.5212808494983483,0.6851357733175916,0.6932967993582128,0.6437011534160623,0.5236006006346197,0.5507986928032717,0.4789423081371986,1.6086818964413014,1.398815630114993,0.2356739294330707,0.1432294367124204,C:\Users\p06596\Documents\check\CNR-BOVINO\progetti_BOVINO\geological-transformer\src\results_uq\unified_feature_representation_study\stage4_all_embeddings_ablation\e5-large\full_pca016\deep_ensemble\fold_metrics.csv
e5-large,Embeddings + XYZ + depth: PCA 16,LLLA,classification_head,11.0,0.6423913043478261,0.499670893785718,0.6618631035954722,0.675533058151327,0.6075367189232178,0.4997614551069977,0.5520224366036822,0.4759498923198504,1.5436493667944913,1.3309237110463903,0.2493676278675376,0.1498104819784993,C:\Users\p06596\Documents\check\CNR-BOVINO\progetti_BOVINO\geological-transformer\src\results_uq\unified_feature_representation_study\stage4_all_embeddings_ablation\e5-large\full_pca016\laplace\fold_metrics.csv
e5-large,Embeddings + XYZ + depth: PCA 16,MC dropout,classification_head,11.0,0.6456521739130435,0.504326049296359,0.6856099336927557,0.6866894593915395,0.6605269247293886,0.5245776250090609,0.5398993998374414,0.5013911342711583,1.5236424780688531,1.4149688451824103,0.2404816338963368,0.1242544766353524,C:\Users\p06596\Documents\check\CNR-BOVINO\progetti_BOVINO\geological-transformer\src\results_uq\unified_feature_representation_study\stage4_all_embeddings_ablation\e5-large\full_pca016\mc_dropout\fold_metrics.csv
e5-large,Embeddings + XYZ + depth: PCA 16,Subsample Ensemble,classification_head,11.0,0.6592391304347827,0.5237186136929874,0.6930975043093757,0.6996864189844988,0.6523345566658304,0.5219618926337478,0.5500719572281574,0.5116677523298903,1.6142462540666822,1.5015449191180195,0.2286455423568997,0.1249126824833776,C:\Users\p06596\Documents\check\CNR-BOVINO\progetti_BOVINO\geological-transformer\src\results_uq\unified_feature_representation_study\stage4_all_embeddings_ablation\e5-large\full_pca016\subsample_ensemble\fold_metrics.csv
e5-large,Embeddings + XYZ + depth: PCA 16,TabICLv2: encoder input,encoder_input,,0.6434782608695652,0.5324319550281849,0.6282586416446935,0.6251274616842452,0.6042675201878708,0.4871104699380904,0.4700270122752091,0.4605183136144426,1.3183684490646106,1.2916977089185584,0.2629522599095112,0.1444750808291514,C:\Users\p06596\Documents\check\CNR-BOVINO\progetti_BOVINO\geological-transformer\src\results_uq\unified_feature_representation_study\stage4_all_embeddings_ablation\e5-large\full_pca016\tabicl\summary.csv
e5-large,Embeddings + XYZ + depth: PCA 16,TabICLv2: hidden,hidden,,0.6206521739130435,0.506058315978532,0.6591274042924744,0.676489996437156,0.6293500569553239,0.49224167375629857,0.5255661421499513,0.4470280881894325,1.3854465638336828,1.1784121522472146,0.2475874097484021,0.2070338456498416,C:\Users\p06596\Documents\check\CNR-BOVINO\progetti_BOVINO\geological-transformer\src\results_uq\unified_feature_representation_study\stage4_all_embeddings_ablation\e5-large\full_pca016\tabicl\summary.csv
e5-large,Embeddings + XYZ + depth: PCA 16,TabICLv2: model input,model_input,,0.558695652173913,0.4194514537416177,0.6192904103812464,0.6092836537540013,0.6475867819286577,0.5467111688831383,0.5287402721620034,0.5417525232813625,1.1981306659828648,1.227616555218851,0.3333748063214382,0.2105618504266095,C:\Users\p06596\Documents\check\CNR-BOVINO\progetti_BOVINO\geological-transformer\src\results_uq\unified_feature_representation_study\stage4_all_embeddings_ablation\e5-large\full_pca016\tabicl\summary.csv
e5-mistral,Embeddings + XYZ + depth: PCA 16,Deep Ensemble,classification_head,11.0,0.6673913043478261,0.5359641562527553,0.6909156713716974,0.6967154683922508,0.6588546131966184,0.5290230607007138,0.5437632676657425,0.5007198943383117,1.6348438112826245,1.505432362062898,0.2218041225400613,0.1498854190921005,C:\Users\p06596\Documents\check\CNR-BOVINO\progetti_BOVINO\geological-transformer\src\results_uq\unified_feature_representation_study\stage4_all_embeddings_ablation\e5-mistral\full_pca016\deep_ensemble\fold_metrics.csv
e5-mistral,Embeddings + XYZ + depth: PCA 16,LLLA,classification_head,11.0,0.6657608695652174,0.5306886983333483,0.6526577069852332,0.6850961370599151,0.6200823833432059,0.4705153970003155,0.5300212868618601,0.4776282816832444,1.585754744432232,1.429001688288081,0.2216281565567588,0.1591733074868502,C:\Users\p06596\Documents\check\CNR-BOVINO\progetti_BOVINO\geological-transformer\src\results_uq\unified_feature_representation_study\stage4_all_embeddings_ablation\e5-mistral\full_pca016\laplace\fold_metrics.csv
e5-mistral,Embeddings + XYZ + depth: PCA 16,MC dropout,classification_head,11.0,0.6695652173913044,0.5379030775816893,0.6744942968215993,0.6895255806996777,0.6604772814435509,0.49660938463057436,0.521704576666929,0.4674718819378677,1.5788427978078117,1.414717537443547,0.2189581744360384,0.1240560773436141,C:\Users\p06596\Documents\check\CNR-BOVINO\progetti_BOVINO\geological-transformer\src\results_uq\unified_feature_representation_study\stage4_all_embeddings_ablation\e5-mistral\full_pca016\mc_dropout\fold_metrics.csv
e5-mistral,Embeddings + XYZ + depth: PCA 16,Subsample Ensemble,classification_head,11.0,0.675,0.5457538186979527,0.6990343549889864,0.7052685190753724,0.6718207159463058,0.5288273311225173,0.5509654295128883,0.5301506426071331,1.6952782446550412,1.6312327464834866,0.2104765174849963,0.1261283486109712,C:\Users\p06596\Documents\check\CNR-BOVINO\progetti_BOVINO\geological-transformer\src\results_uq\unified_feature_representation_study\stage4_all_embeddings_ablation\e5-mistral\full_pca016\subsample_ensemble\fold_metrics.csv
e5-mistral,Embeddings + XYZ + depth: PCA 16,TabICLv2: encoder input,encoder_input,,0.6690217391304348,0.5677944038061369,0.6147337727213914,0.614373618575417,0.5786383238692827,0.4376793769768363,0.4259388375709008,0.3738107330702479,1.286908803169881,1.1294117386687295,0.2559695708154265,0.1329879764201962,C:\Users\p06596\Documents\check\CNR-BOVINO\progetti_BOVINO\geological-transformer\src\results_uq\unified_feature_representation_study\stage4_all_embeddings_ablation\e5-mistral\full_pca016\tabicl\summary.csv
e5-mistral,Embeddings + XYZ + depth: PCA 16,TabICLv2: hidden,hidden,,0.6413043478260869,0.5349506919063651,0.6817193117616845,0.691869542886492,0.6492976373908578,0.5069147499806193,0.5137633076282835,0.4767325889669589,1.4323098273273356,1.3290726722715216,0.219526621131395,0.2085439885128708,C:\Users\p06596\Documents\check\CNR-BOVINO\progetti_BOVINO\geological-transformer\src\results_uq\unified_feature_representation_study\stage4_all_embeddings_ablation\e5-mistral\full_pca016\tabicl\summary.csv
