fold_name,control,embedding_control,xyz_control,num_eval_tokens,accuracy,kappa,nll,brier,ece,mean_confidence,mean_total_uncertainty,mean_aleatoric_uncertainty,mean_epistemic_uncertainty,error_auroc_total_uncertainty,error_auprc_total_uncertainty,error_auroc_epistemic,error_auprc_epistemic,accuracy_at_100pct_coverage,risk_at_100pct_coverage,accuracy_at_95pct_coverage,risk_at_95pct_coverage,accuracy_at_90pct_coverage,risk_at_90pct_coverage,accuracy_at_80pct_coverage,risk_at_80pct_coverage,accuracy_at_70pct_coverage,risk_at_70pct_coverage,accuracy_at_50pct_coverage,risk_at_50pct_coverage,aurc,agreement_with_true_labels,predicted_class_entropy,predicted_max_class_fraction,mean_variation_ratio,method
A11,xyz_only,gaussian_full,xyz_4sigma,17.0,0.5882352941176471,0.0,1.1179126501083374,0.623532235622406,0.3275406711241778,0.9157758951187134,0.2689847648143768,0.2575063109397888,0.0114784520119428,1.0,1.0,1.0,1.0,0.5882352941176471,0.4117647058823529,0.5882352941176471,0.4117647058823529,0.625,0.375,0.7142857142857143,0.2857142857142857,0.8333333333333334,0.1666666666666666,1.0,0.0,0.0993102917843402,0.5882352941176471,-0.0,1.0,0.0842240452766418,MC dropout
A11,embedding_and_xyz,gaussian_full,xyz_4sigma,17.0,0.5882352941176471,0.0,1.046829342842102,0.593025803565979,0.3021035439827863,0.8903388381004333,0.3114345669746399,0.2971027791500091,0.0143317822366952,1.0,1.0,1.0,1.0,0.5882352941176471,0.4117647058823529,0.5882352941176471,0.4117647058823529,0.625,0.375,0.7142857142857143,0.2857142857142857,0.8333333333333334,0.1666666666666666,1.0,0.0,0.0993102917843402,0.5882352941176471,-0.0,1.0,0.1096611794303445,MC dropout
A2,real,gaussian_full,xyz_4sigma,16.0,0.875,0.7837837837837838,0.317556083202362,0.188971534371376,0.210397308692336,0.8147299289703369,0.4607443213462829,0.4348228573799133,0.0259214397519826,0.7857142857142856,0.3928571428571428,0.7142857142857142,0.2916666666666666,0.875,0.125,0.875,0.125,0.8666666666666667,0.1333333333333333,0.9230769230769232,0.0769230769230768,0.9166666666666666,0.0833333333333333,1.0,0.0,0.0386517128704628,0.875,1.0408398374232388,0.625,0.1852700151503086,MC dropout
A2,embedding_only,gaussian_full,xyz_4sigma,16.0,0.9375,0.8896551724137931,0.2482924312353134,0.1302131116390228,0.1109112985432148,0.8265886902809143,0.45899099111557,0.4322939217090606,0.0266970917582511,0.6666666666666667,0.1666666666666666,0.7333333333333334,0.2,0.9375,0.0625,0.9375,0.0625,0.9333333333333332,0.0666666666666666,0.9230769230769232,0.0769230769230768,0.9166666666666666,0.0833333333333333,1.0,0.0,0.0262819212037962,0.9375,0.9214934308679616,0.625,0.1734113059937954,MC dropout
A2,xyz_only,gaussian_full,xyz_4sigma,16.0,0.6875,0.3548387096774194,0.6899370551109314,0.4273413121700287,0.2143310233950615,0.8339325189590454,0.3983459174633026,0.3772977888584137,0.0210481081157922,0.8545454545454545,0.6961904761904761,0.8545454545454545,0.6961904761904761,0.6875,0.3125,0.6875,0.3125,0.7333333333333333,0.2666666666666667,0.6923076923076923,0.3076923076923077,0.75,0.25,1.0,0.0,0.0967588401182151,0.6875,0.3767701612564367,0.875,0.1660674661397934,MC dropout
A2,embedding_and_xyz,gaussian_full,xyz_4sigma,16.0,0.6875,0.3846153846153846,0.5933319926261902,0.3732963800430298,0.1972711160778999,0.8203530311584473,0.4264372289180755,0.3992058038711548,0.0272314064204692,0.8909090909090909,0.7961904761904761,0.8727272727272727,0.6595238095238095,0.6875,0.3125,0.6875,0.3125,0.7333333333333333,0.2666666666666667,0.7692307692307693,0.2307692307692307,0.75,0.25,1.0,0.0,0.0874868620962371,0.6875,0.482577565177012,0.8125,0.1796470023691654,MC dropout
A3,real,gaussian_full,xyz_4sigma,14.0,0.7142857142857143,0.4814814814814814,0.4379240870475769,0.2492037266492843,0.2398416101932525,0.7783883810043335,0.611420214176178,0.5683934688568115,0.0430268086493015,1.0,1.0,1.0,1.0,0.7142857142857143,0.2857142857142857,0.7142857142857143,0.2857142857142857,0.7692307692307693,0.2307692307692307,0.8333333333333334,0.1666666666666666,1.0,0.0,1.0,0.0,0.0450858665144379,0.7142857142857143,0.6829081047004717,0.5714285714285714,0.2216116402830396,MC dropout
A3,embedding_only,gaussian_full,xyz_4sigma,14.0,0.7142857142857143,0.4814814814814814,0.5853985548019409,0.3266922533512115,0.2100405182157244,0.7380017638206482,0.7107725143432617,0.6544589400291443,0.0563135668635368,0.95,0.9166666666666666,0.925,0.8928571428571428,0.7142857142857143,0.2857142857142857,0.7142857142857143,0.2857142857142857,0.7692307692307693,0.2307692307692307,0.8333333333333334,0.1666666666666666,0.9,0.0999999999999999,1.0,0.0,0.060165231593803,0.7142857142857143,0.6829081047004717,0.5714285714285714,0.261998244694301,MC dropout
A3,xyz_only,gaussian_full,xyz_4sigma,14.0,0.7857142857142857,0.6612903225806452,0.7987883687019348,0.4516099393367767,0.2560596551213945,0.8009589314460754,0.536688506603241,0.4999237060546875,0.0367648303508758,0.3636363636363636,0.2157407407407407,0.393939393939394,0.2216931216931217,0.7857142857142857,0.2142857142857143,0.7857142857142857,0.2142857142857143,0.7692307692307693,0.2307692307692307,0.75,0.25,0.7,0.3,0.5714285714285714,0.4285714285714286,0.2022055325626754,0.7857142857142857,0.992281974852574,0.5,0.199041051524026,MC dropout
A3,embedding_and_xyz,gaussian_full,xyz_4sigma,14.0,0.7142857142857143,0.5625,0.8695842027664185,0.491643488407135,0.3768749705382755,0.7804778814315796,0.5844684839248657,0.5486816763877869,0.0357867553830146,0.5,0.3172619047619047,0.45,0.2956709956709957,0.7142857142857143,0.2857142857142857,0.7142857142857143,0.2857142857142857,0.6923076923076923,0.3076923076923077,0.6666666666666666,0.3333333333333333,0.7,0.3,0.7142857142857143,0.2857142857142857,0.2124928642785785,0.7142857142857143,0.9556998911125344,0.5714285714285714,0.2195221781730651,MC dropout
